@RELATION substation_anonymized

@ATTRIBUTE Timestamp NUMERIC
@ATTRIBUTE Sub_ID NUMERIC
@ATTRIBUTE Deep_Node NUMERIC
@ATTRIBUTE Current_[A] NUMERIC
@ATTRIBUTE Battery_Temperature_[°C] NUMERIC
@ATTRIBUTE Ambient_Temperature_[°C] NUMERIC
@ATTRIBUTE KE_cntUp NUMERIC
@ATTRIBUTE KE_pTot NUMERIC
@ATTRIBUTE KE_qTot NUMERIC
@ATTRIBUTE loadGroups NUMERIC
@ATTRIBUTE serviceLocations NUMERIC
@ATTRIBUTE Embedding_Feature_0 NUMERIC
@ATTRIBUTE Embedding_Feature_1 NUMERIC
@ATTRIBUTE Embedding_Feature_2 NUMERIC
@ATTRIBUTE Embedding_Feature_3 NUMERIC
@ATTRIBUTE Embedding_Feature_4 NUMERIC
@ATTRIBUTE Embedding_Feature_5 NUMERIC
@ATTRIBUTE Embedding_Feature_6 NUMERIC
@ATTRIBUTE Embedding_Feature_7 NUMERIC
@ATTRIBUTE Embedding_Feature_8 NUMERIC
@ATTRIBUTE Embedding_Feature_9 NUMERIC
@ATTRIBUTE Embedding_Feature_10 NUMERIC
@ATTRIBUTE Embedding_Feature_11 NUMERIC
@ATTRIBUTE Embedding_Feature_12 NUMERIC
@ATTRIBUTE Embedding_Feature_13 NUMERIC
@ATTRIBUTE Embedding_Feature_14 NUMERIC
@ATTRIBUTE Embedding_Feature_15 NUMERIC
@ATTRIBUTE Target {0,1}

@DATA
4,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
4,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
4,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
4,4,0.0,-0.2,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
4,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
4,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
4,7,0.0,3.8,22.5,24.6,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
4,8,0.0,-0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
4,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
4,10,0.0,0.3,15.5,7.88,34.0,9335.298,14730.607,24.0,19.0,0.45633194,1.1439247,1.3147188,-1.1673242,0.66338384,-1.5136207,1.0848049,0.25802383,-2.9297547,0.24490553,-0.4480086,0.44146788,-0.1746504,-0.90125775,1.4269776,0.3493526,1
4,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
4,12,0.0,0.2,22.45,12.57,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
4,13,0.0,-0.4,18.47,13.52,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
4,14,0.0,0.1,17.92,10.02,305.0,128644.11,173328.6,96.0,232.0,0.5594087,2.0176482,-0.2972639,-0.8819801,-1.179101,-0.65664726,-0.4946994,0.19738108,-1.912463,1.2941997,0.5439082,0.40684518,0.26710737,0.06956811,0.6937172,-0.5754106,0
4,15,1.0,-0.1,18.0,13.22,0.0,0.0,0.0,0.0,0.0,-0.02761946,-0.0030867532,0.009137794,0.0051051863,-0.026643414,-0.008033393,0.009644784,0.031097125,0.026350137,-0.0040715355,-0.018977195,0.0013823621,0.014402691,-0.015555577,-0.0071100406,0.009016357,0
4,16,1.0,0.3,13.08,6.0,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
4,17,0.0,0.3,17.9,11.75,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
4,18,0.0,0.2,14.2,8.25,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
4,19,1.0,-0.1,16.75,7.5,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
2,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
2,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
2,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
2,4,0.0,-0.1,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
2,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
2,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
2,7,0.0,0.5,22.5,24.6,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
2,8,0.0,0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
2,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
2,10,0.0,0.3,15.5,7.88,72.0,28785.854,24967.166,39.0,37.0,0.38639918,1.1639183,1.2783883,-1.1256175,0.6637142,-1.4814818,1.1412821,0.28020892,-2.8906043,0.24605928,-0.44220826,0.39948025,-0.1649044,-0.8470596,1.3925682,0.32326803,0
2,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
2,12,0.0,0.2,22.45,12.57,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
2,13,0.0,-0.4,18.47,13.52,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
2,14,0.0,-0.1,17.92,10.02,305.0,128644.11,173328.6,96.0,232.0,0.5594087,2.0176482,-0.2972639,-0.8819801,-1.179101,-0.65664726,-0.4946994,0.19738108,-1.912463,1.2941997,0.5439082,0.40684518,0.26710737,0.06956811,0.6937172,-0.5754106,0
2,15,1.0,0.1,18.0,13.22,0.0,0.0,0.0,0.0,0.0,-0.02761946,-0.0030867532,0.009137794,0.0051051863,-0.026643414,-0.008033393,0.009644784,0.031097125,0.026350137,-0.0040715355,-0.018977195,0.0013823621,0.014402691,-0.015555577,-0.0071100406,0.009016357,0
2,16,1.0,-0.2,13.08,6.0,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
2,17,0.0,0.2,17.9,11.75,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
2,18,0.0,0.2,14.2,8.25,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
2,19,1.0,-0.1,16.75,7.5,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
3,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
3,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
3,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
3,4,0.0,0.1,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
3,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
3,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
3,7,0.0,0.4,22.5,24.6,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
3,8,0.0,0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
3,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
3,10,0.0,0.5,15.5,7.88,44.0,21833.26,21763.105,30.0,21.0,0.38277087,1.2573617,1.277713,-1.0863867,0.70205796,-1.5236089,1.0551354,0.22116101,-2.9858491,0.262236,-0.4694822,0.40761212,-0.10356987,-0.92074543,1.4743383,0.330705,1
3,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
3,12,0.0,0.2,22.45,12.57,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
3,13,0.0,-0.4,18.47,13.52,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
3,14,0.0,-0.1,17.92,10.02,305.0,128644.11,173328.6,96.0,232.0,0.5594087,2.0176482,-0.2972639,-0.8819801,-1.179101,-0.65664726,-0.4946994,0.19738108,-1.912463,1.2941997,0.5439082,0.40684518,0.26710737,0.06956811,0.6937172,-0.5754106,0
3,15,1.0,0.1,18.0,13.22,0.0,0.0,0.0,0.0,0.0,-0.02761946,-0.0030867532,0.009137794,0.0051051863,-0.026643414,-0.008033393,0.009644784,0.031097125,0.026350137,-0.0040715355,-0.018977195,0.0013823621,0.014402691,-0.015555577,-0.0071100406,0.009016357,0
3,16,1.0,0.3,13.08,6.0,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
3,17,0.0,0.3,17.9,11.75,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
3,18,0.0,0.2,14.2,8.25,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
3,19,1.0,-0.1,16.75,7.5,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
5,1,0.0,0.3,18.87,11.2,176.0,47471.46,18137.252,89.0,28.0,1.5800538,2.2326853,-0.585841,-1.2388994,-0.040104765,-0.25219977,-0.3912588,0.39339945,-1.7844802,-2.2043939,-0.3040936,0.6998249,0.47455323,-0.05254145,2.0025327,-1.8425701,1
5,2,0.0,-0.3,24.1,16.3,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
5,3,0.0,0.2,23.5,16.12,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
5,4,0.0,-0.2,20.02,11.0,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
5,5,0.0,0.2,24.02,18.4,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
5,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
5,7,0.0,0.4,22.5,24.6,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
5,8,0.0,0.2,19.5,11.98,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
5,9,0.0,-0.2,15.93,8.35,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
